,year,hist0,hist1,winter05,winter95,spring05,spring95,summer05,summer95,autumn05,autumn95,Kreise_Code
3300,2003,1968,1998,-5.999367958,7.92542784,1.275603361,17.26124676,11.78934294,23.39771622,0.375427861,17.37524693,7313
3301,2004,1969,1999,-5.899464304,7.950261546,1.314148684,17.26124676,11.82547429,23.39771622,0.425618358,17.57537485,7313
3302,2005,1970,2000,-5.757090854,8.124999754,1.389358888,17.37521811,11.92532875,23.37492462,0.500540959,17.62535257,7313
3303,2006,1971,2001,-5.704233854,8.200264526,1.550402184,17.53632449,11.87556934,23.45017048,0.500401433,17.57557483,7313
3304,2007,1972,2002,-5.700300705,8.425196565,1.650736633,17.47506075,11.93909303,23.45015064,0.575522141,17.62535257,7313
3305,2008,1973,2003,-5.705429554,8.430358623,1.650736633,17.5502764,11.97558142,23.63653672,0.649673831,17.70040173,7313
3306,2009,1974,2004,-5.699658555,8.50399034,1.677967856,17.5502764,11.98931353,23.66142537,0.64968901,17.70040173,7313
3307,2010,1975,2005,-5.699835685,8.375135466,1.650577413,17.65029771,12.02565537,23.76142541,0.550509065,17.75010961,7313
3308,2011,1976,2006,-5.728337849,8.429125026,1.550359773,17.72298482,12.0504789,23.90002125,0.600409032,17.87524496,7313
3309,2012,1977,2007,-5.674897914,8.599348122,1.639289412,17.97291073,12.07541155,23.81144189,0.500540959,17.87524496,7313
3310,2013,1978,2008,-5.674896134,8.674924716,1.614331102,18.08662012,12.06424292,23.84992626,0.500540959,17.87524496,7313
3311,2014,1979,2009,-5.724577167,8.629228903,1.650577413,18.1255665,12.21427635,23.85018808,0.625433567,17.90026583,7313
3312,2015,1980,2010,-5.699729841,8.554322446,1.550573588,18.12545547,12.22571372,23.91131771,0.625433567,17.80026737,7313
3313,2016,1981,2011,-5.650506628,8.674965751,1.550716886,18.27489956,12.36416174,23.96146566,0.725390202,17.90059912,7313
3314,2017,1982,2012,-5.728337849,8.775432417,1.600560264,18.3364851,12.5393578,24.08628388,0.825018795,17.95045411,7313
3315,2018,1983,2013,-5.628571626,8.779186698,1.475539417,18.3253148,12.52786006,24.19978107,0.750458092,17.87532788,7313
3316,2019,1984,2014,-5.59987335,8.775432417,1.500567945,18.3364851,12.5754763,24.16139965,0.925427833,17.95041315,7313
3317,2020,1985,2015,-5.599876377,8.880457631,1.650736633,18.36162909,12.63934814,24.31143201,0.924935869,17.90082769,7313
3318,2000,1965,1995,-6.263827957,8.082329895,1.000548828,16.77181976,11.40612172,22.98051187,0.19991183,16.90616259,7312
3319,2001,1966,1996,-6.490312154,8.068625257,0.969271354,16.81185067,11.43517714,22.99660583,0.262525582,16.90616259,7312
3320,2002,1967,1997,-6.455581018,7.987407028,1.000548828,16.72302114,11.46236442,22.9903435,0.449941624,16.86870751,7312
3321,2003,1968,1998,-6.455581018,7.989296121,0.947100512,16.72302114,11.48735176,23.00896944,0.212454842,16.77504813,7312
3322,2004,1969,1999,-6.39381997,8.058699186,0.98181014,16.67426554,11.48735176,23.00607554,0.231147235,16.90616259,7312
3323,2005,1970,2000,-6.328210336,8.163596711,1.053364829,16.81869053,11.57606254,23.00607554,0.337419637,16.93740354,7312
3324,2006,1971,2001,-6.30274721,8.249833203,1.197051381,16.9202003,11.54422839,23.04306685,0.324876994,16.90614626,7312
3325,2007,1972,2002,-6.251958811,8.507979726,1.319263703,16.84647366,11.60616819,23.03403252,0.462504574,16.9248899,7312
3326,2008,1973,2003,-6.210059883,8.539755958,1.338636135,17.00885797,11.66577796,23.14984689,0.475069663,16.97485396,7312
3327,2009,1974,2004,-6.096691018,8.602686348,1.275532346,16.99928026,11.66859753,23.13336437,0.537419998,17.00614486,7312
3328,2010,1975,2005,-6.120088675,8.443664358,1.228342929,17.12090189,11.68736946,23.21178764,0.475068231,17.18116223,7312
3329,2011,1976,2006,-6.120088675,8.539122432,1.181121473,17.14529994,11.69708361,23.33121914,0.537366296,17.30618024,7312
3330,2012,1977,2007,-6.025090976,8.65235293,1.272725445,17.33700313,11.72486887,23.22712803,0.475068231,17.29994528,7312
3331,2013,1978,2008,-6.023527514,8.70798885,1.259592548,17.48960575,11.72204365,23.25001656,0.475068231,17.32494276,7312
3332,2014,1979,2009,-6.202828318,8.700841314,1.259592548,17.5242919,11.87484047,23.25283559,0.549822201,17.33741552,7312
3333,2015,1980,2010,-6.07445862,8.651720365,1.181121473,17.5242919,11.89424445,23.34926069,0.549822201,17.26248946,7312
3334,2016,1981,2011,-5.893812392,8.70864259,1.190821528,17.72497017,11.97209717,23.40210693,0.681180608,17.36243916,7312
3335,2017,1982,2012,-6.12569838,8.752793218,1.210187233,17.82718293,12.10953322,23.49368552,0.718639411,17.43743573,7312
3336,2018,1983,2013,-5.899962695,8.769554384,1.091448471,17.79300782,12.10330248,23.57504439,0.624858848,17.30618024,7312
3337,2019,1984,2014,-5.899962695,8.752793218,1.141453514,17.81863164,12.10953322,23.57500601,0.737572809,17.43743573,7312
3338,2020,1985,2015,-5.899973125,8.843591046,1.222079161,17.84879578,12.21144521,23.70915361,0.737572809,17.343693,7312
3339,2000,1965,1995,-5.249976175,9.309995369,2.500100064,18.60000038,13.30000019,24.59997417,1.100000024,18.5,7311
3340,2001,1966,1996,-5.400000095,9.300000191,2.550023777,18.60004803,13.30002614,24.60000038,1.200000048,18.5,7311
3341,2002,1967,1997,-5.499952351,9.300000191,2.577510647,18.60006904,13.35000229,24.62248975,1.299999952,18.5,7311
3342,2003,1968,1998,-5.499952351,9.300000191,2.550023777,18.6500244,13.35002373,24.67251376,1.200047637,18.44997598,7311
3343,2004,1969,1999,-5.359981074,9.34998561,2.650023801,18.6500244,13.37751047,24.70000076,1.250023825,18.60000038,7311
3344,2005,1970,2000,-5.307536909,9.5,2.700026189,18.70000076,13.47748443,24.70000076,1.300047661,18.6500244,7311
3345,2006,1971,2001,-5.299966598,9.550024015,2.877510784,18.80004784,13.44997598,24.80002111,1.34997614,18.64997675,7311
3346,2007,1972,2002,-5.107543973,9.65002392,3.000047649,18.72254159,13.49997856,24.79997355,1.34997614,18.6500244,7311
3347,2008,1973,2003,-5.210033393,9.699962071,3.027508312,18.85002325,13.55000257,24.92251519,1.449976163,18.75002382,7311
3348,2009,1974,2004,-5.100007052,9.699999809,2.949980934,18.87249117,13.54997637,24.89999962,1.450023813,18.74997618,7311
3349,2010,1975,2005,-5.107543973,9.65002392,2.850002406,19.04997637,13.55002402,24.94997598,1.350071498,18.79999924,7311
3350,2011,1976,2006,-5.249976175,9.699959713,2.700047578,19.04999781,13.55002402,25.02251557,1.450023813,18.79999924,7311
3351,2012,1977,2007,-5.060019002,9.700009434,2.877510784,19.12251595,13.60000038,24.92248898,1.350023789,18.79999924,7311
3352,2013,1978,2008,-5.057520196,9.75752028,2.850023849,19.29999924,13.60002633,24.94997598,1.350023789,18.79999924,7311
3353,2014,1979,2009,-5.307536909,9.750023825,2.850023849,19.29999924,13.67751066,24.94999743,1.449976163,18.79999924,7311
3354,2015,1980,2010,-5.249976175,9.699999809,2.700000048,19.20002178,13.69999981,25.00002144,1.350071498,18.74997618,7311
3355,2016,1981,2011,-5.050023777,9.750023825,2.700000048,19.29999924,13.80000019,25.02253701,1.5,18.79999924,7311
3356,2017,1982,2012,-5.257527391,9.807489427,2.727508306,19.35004512,13.84997608,25.05002402,1.549928538,18.79999924,7311
3357,2018,1983,2013,-5.049976128,9.800000191,2.57753692,19.32253678,13.82750816,25.05004546,1.499952351,18.70000076,7311
3358,2019,1984,2014,-4.965016711,9.75752028,2.649954709,19.35002325,13.84997608,25.05002402,1.599952374,18.70000076,7311
3359,2020,1985,2015,-4.970014323,9.860018907,2.749976175,19.37253935,13.85002373,25.1500244,1.599952374,18.70000076,7311
3360,2000,1965,1995,-5.884553165,7.585615971,0.747878173,16.50694049,10.84054375,22.71826387,0.125008324,16.64668757,7235
3361,2001,1966,1996,-6.053601472,7.559622081,0.747878173,16.52920926,10.86092452,22.78309338,0.245618216,16.62836713,7235
3362,2002,1967,1997,-6.034397002,7.545433415,0.795425494,16.50694049,10.86968385,22.81139897,0.451592621,16.61735877,7235
3363,2003,1968,1998,-5.942644014,7.678416603,0.781777606,16.57069546,10.92446239,22.82611601,0.236986183,16.51790262,7235
3364,2004,1969,1999,-5.908565061,7.715279348,0.808497322,16.57069546,10.97789454,22.83704557,0.245618216,16.7093511,7235
3365,2005,1970,2000,-5.789372565,7.844556283,0.860143429,16.73185153,11.04253707,22.83704557,0.359116559,16.75537234,7235
3366,2006,1971,2001,-5.629360678,7.929233858,1.115281517,17.07709013,11.03685786,22.94311459,0.338040477,16.686794,7235
3367,2007,1972,2002,-5.643305601,8.072223415,1.167128602,16.9260276,11.0572275,22.92944953,0.430185988,16.7093511,7235
3368,2008,1973,2003,-5.733074037,8.088628099,1.167128602,17.07709013,11.12982265,23.07524891,0.472748582,16.8143676,7235
3369,2009,1974,2004,-5.673259514,8.13981956,1.165672911,17.10419169,11.12982265,23.09365157,0.520263458,16.8143676,7235
3370,2010,1975,2005,-5.732824133,8.068364297,1.159251261,17.18656268,11.1454397,23.12597664,0.42802232,16.9460075,7235
3371,2011,1976,2006,-5.751818853,8.071817822,1.15204739,17.22129947,11.18705326,23.16647359,0.487573293,17.13250142,7235
3372,2012,1977,2007,-5.585893895,8.145448045,1.230986452,17.35561406,11.22920734,23.05351079,0.434799881,17.12361693,7235
3373,2013,1978,2008,-5.585721908,8.175129866,1.246986591,17.47781442,11.18705326,23.07524891,0.364008924,17.14933792,7235
3374,2014,1979,2009,-5.673259514,8.148310412,1.281033686,17.44731285,11.32117017,23.09365157,0.520858927,17.21013294,7235
3375,2015,1980,2010,-5.642586609,8.13018455,1.188522219,17.42050286,11.35715895,23.11292271,0.520391026,17.13250142,7235
3376,2016,1981,2011,-5.549857789,8.173418979,1.208637075,17.59467783,11.54150784,23.15773521,0.652204007,17.23398057,7235
3377,2017,1982,2012,-5.732824133,8.216420469,1.246986591,17.72405282,11.56347024,23.21106609,0.746458439,17.23574606,7235
3378,2018,1983,2013,-5.591337375,8.218173172,1.003367821,17.62205084,11.57850109,23.2515005,0.674461823,17.12361693,7235
3379,2019,1984,2014,-5.591337375,8.216420469,1.003367821,17.6730527,11.59444105,23.17150627,0.824510106,17.17252559,7235
3380,2020,1985,2015,-5.592234604,8.309451128,1.208637075,17.68628572,11.63056495,23.47038619,0.788262458,17.13250142,7235
3381,2000,1965,1995,-7.112339952,6.651285253,-0.582872054,15.29246902,9.498821685,21.45416316,-0.605219293,15.47537452,7233
3382,2001,1966,1996,-7.306267931,6.587298363,-0.585737984,15.3709403,9.526475465,21.496155,-0.531864447,15.46128198,7233
3383,2002,1967,1997,-7.287188348,6.56402359,-0.54005539,15.3709403,9.536233812,21.50600807,-0.408148759,15.47537452,7233
3384,2003,1968,1998,-7.23484499,6.705152058,-0.574479312,15.43261195,9.555780602,21.52957491,-0.569878676,15.44944604,7233
3385,2004,1969,1999,-7.098529728,6.734668927,-0.49345356,15.4073297,9.555780602,21.53166522,-0.601107679,15.53204925,7233
3386,2005,1970,2000,-7.039330213,6.877330187,-0.438183929,15.52408145,9.602953638,21.52634122,-0.499886132,15.54740374,7233
3387,2006,1971,2001,-6.851281143,6.919665658,-0.15735555,15.65930189,9.592090373,21.63060756,-0.531864447,15.53204925,7233
3388,2007,1972,2002,-6.799995009,7.078984259,-0.082186542,15.63900324,9.639147414,21.64292571,-0.445559611,15.54740374,7233
3389,2008,1973,2003,-6.805634677,7.098346514,-0.093676383,15.71795078,9.652607546,21.81034429,-0.374223198,15.7139657,7233
3390,2009,1974,2004,-6.773624746,7.158128185,-0.109767728,15.73372363,9.670904373,21.82207879,-0.347535644,15.69989431,7233
3391,2010,1975,2005,-6.804337307,7.086749037,-0.12888579,15.83778018,9.711748352,21.84628024,-0.432243307,15.73463911,7233
3392,2011,1976,2006,-6.829948121,7.086749037,-0.24603236,15.90831763,9.731528102,21.92649291,-0.347535644,15.86491996,7233
3393,2012,1977,2007,-6.725499777,7.168928175,-0.046766157,16.00481339,9.762000152,21.72153204,-0.374223198,15.857884,7233
3394,2013,1978,2008,-6.724955111,7.205934822,-0.014925187,16.29280031,9.731528102,21.76326764,-0.388246482,15.89202094,7233
3395,2014,1979,2009,-6.757096403,7.168666679,-0.003805858,16.19774207,9.9712966,21.754578,-0.27979562,16.03617071,7233
3396,2015,1980,2010,-6.799995009,7.106596433,-0.101427648,16.14622441,9.989696602,21.84628024,-0.283422232,15.86491996,7233
3397,2016,1981,2011,-6.701883464,7.107027071,-0.086550685,16.31843514,10.16758494,21.87503705,-0.078496801,16.04321299,7233
3398,2017,1982,2012,-6.859048266,7.151494903,-0.030964917,16.36741109,10.1954041,21.93607267,-0.071995312,16.03617071,7233
3399,2018,1983,2013,-6.738196152,7.205934822,-0.451704155,16.32688919,10.1708523,22.01199069,-0.071995312,15.88410717,7233
3400,2019,1984,2014,-6.734366916,7.158912675,-0.451704155,16.34550854,10.1864261,21.90441759,0.072733695,15.94652449,7233
3401,2020,1985,2015,-6.734417748,7.383568263,-0.234730474,16.366585,10.22287268,22.09087112,-0.011711959,15.86491996,7233
3402,2000,1965,1995,-6.550957686,6.864412932,-0.001137641,15.3375504,10.07273987,21.47099985,-0.198945087,15.66263911,7232
3403,2001,1966,1996,-6.818748697,6.857516707,-0.01989268,15.36580993,10.07273987,21.49655889,-0.17196905,15.61531503,7232
3404,2002,1967,1997,-6.753965923,6.814699346,0.063227959,15.34735793,10.09190959,21.49655889,0.009892244,15.5986326,7232
3405,2003,1968,1998,-6.617936896,6.876418309,0.055447128,15.36580993,10.1215436,21.50922326,-0.198945087,15.56712556,7232
3406,2004,1969,1999,-6.502068832,6.91066533,0.076176734,15.36580993,10.1215436,21.50922326,-0.235368879,15.75503193,7232
3407,2005,1970,2000,-6.441220721,7.049185128,0.17333561,15.53594694,10.18638868,21.4990227,-0.189167489,15.77540663,7232
3408,2006,1971,2001,-6.311453859,7.110926382,0.405964874,15.68397891,10.15315935,21.5963662,-0.196125008,15.75503193,7232
3409,2007,1972,2002,-6.308820939,7.241937436,0.491600174,15.60486923,10.21859127,21.61732766,-0.149438802,15.76978617,7232
3410,2008,1973,2003,-6.311966035,7.253254505,0.48052436,15.70270122,10.27420653,21.84694143,-0.063185693,15.86264178,7232
3411,2009,1974,2004,-6.308820939,7.300537155,0.451853513,15.69775518,10.28823273,21.88299489,-0.040669824,15.81353352,7232
3412,2010,1975,2005,-6.323413395,7.241937436,0.450139465,15.85135795,10.30346648,21.91836006,-0.162078232,15.87290377,7232
3413,2011,1976,2006,-6.342019818,7.243106305,0.386817324,15.88811176,10.32282562,21.98555167,-0.040669824,15.99279675,7232
3414,2012,1977,2007,-6.271353321,7.369886968,0.537016562,16.04632335,10.33982151,21.78156343,-0.051004267,15.97649227,7232
3415,2013,1978,2008,-6.270608778,7.377133157,0.543181392,16.19979627,10.33382582,21.81064854,-0.063185693,15.99411698,7232
3416,2014,1979,2009,-6.289148447,7.368750282,0.555939667,16.15393502,10.48166838,21.81064854,0.050854424,16.05749977,7232
3417,2015,1980,2010,-6.224866547,7.272004938,0.450800466,16.11383708,10.52096612,21.88299489,0.03032318,15.98957277,7232
3418,2016,1981,2011,-6.129594524,7.30055722,0.460410693,16.30802234,10.65669378,21.89732716,0.246217392,16.1430144,7232
3419,2017,1982,2012,-6.291475387,7.369881597,0.511567067,16.42154763,10.67742145,21.9491764,0.281621176,16.16128745,7232
3420,2018,1983,2013,-6.170977336,7.377133157,0.113317463,16.388186,10.67422845,22.03458178,0.281356416,15.99279675,7232
3421,2019,1984,2014,-6.170977336,7.372792249,0.113317463,16.40214137,10.68429206,21.925862,0.424590162,16.01317245,7232
3422,2020,1985,2015,-6.173723815,7.479931964,0.444350235,16.40814111,10.74863026,22.17204997,0.408595572,15.99411698,7232
3423,2000,1965,1995,-5.994829078,7.770198948,0.741082843,16.42169901,10.86193637,22.56360118,0.217069279,16.52315881,7231
3424,2001,1966,1996,-6.209062644,7.764425738,0.762693341,16.47197068,10.90778207,22.60324884,0.303936236,16.51458892,7231
3425,2002,1967,1997,-6.127925529,7.754082513,0.78794609,16.45446498,10.92450422,22.62939536,0.428457087,16.48241068,7231
3426,2003,1968,1998,-6.06894034,7.769745525,0.780573806,16.50573677,10.96398301,22.66122945,0.204536946,16.39350914,7231
3427,2004,1969,1999,-5.969968027,7.811218126,0.81068469,16.53936199,10.99016045,22.70347237,0.217069279,16.5564817,7231
3428,2005,1970,2000,-5.89302074,7.93113969,0.851775497,16.72073757,11.10220532,22.67433235,0.396591432,16.63802027,7231
3429,2006,1971,2001,-5.853329598,7.984398586,1.044171545,16.85901945,11.09603369,22.83930961,0.324960147,16.5564817,7231
3430,2007,1972,2002,-5.855961712,8.260198055,1.176996608,16.77975298,11.12559192,22.81249465,0.424124388,16.55774034,7231
3431,2008,1973,2003,-5.85657305,8.291945467,1.176996608,16.89525161,11.20706433,22.98585964,0.476802765,16.71259354,7231
3432,2009,1974,2004,-5.842192283,8.332363549,1.118401963,16.89698233,11.23129499,22.98166521,0.538903911,16.70619305,7231
3433,2010,1975,2005,-5.853329598,8.260198055,1.074045942,16.98078608,11.26053878,23.0412722,0.45112049,16.75573464,7231
3434,2011,1976,2006,-5.866732796,8.277867033,1.056473255,16.9965413,11.26053878,23.15673513,0.551328772,16.99944593,7231
3435,2012,1977,2007,-5.787600188,8.366698706,1.206382097,17.16832059,11.28417231,22.94015839,0.519509216,16.99541866,7231
3436,2013,1978,2008,-5.786994551,8.392950813,1.236856814,17.34619849,11.27615274,22.98585964,0.476802765,17.01778281,7231
3437,2014,1979,2009,-5.853329598,8.389557802,1.256398507,17.34619849,11.4222439,22.98585964,0.586820037,17.04663772,7231
3438,2015,1980,2010,-5.842192283,8.322740646,1.106121192,17.33781426,11.46577634,23.0848613,0.573684787,16.99944593,7231
3439,2016,1981,2011,-5.742575025,8.346490293,1.139746584,17.39403952,11.60560313,23.13617706,0.717256987,17.04170607,7231
3440,2017,1982,2012,-5.87173835,8.419956533,1.206382097,17.5682184,11.67517908,23.22049993,0.738920827,17.04663772,7231
3441,2018,1983,2013,-5.772730802,8.437563449,0.878599815,17.49867179,11.65224483,23.26237579,0.735581377,16.99541866,7231
3442,2019,1984,2014,-5.772730802,8.419956533,0.889754609,17.54341569,11.65224483,23.21221891,0.909717145,17.00040483,7231
3443,2020,1985,2015,-5.773027731,8.516012555,1.12969868,17.5485851,11.73355145,23.35452861,0.816498206,16.97816451,7231
3444,2000,1965,1995,-5.189979125,8.449987015,1.587497672,17.19315926,11.7500251,23.21251964,0.824996753,17.17503135,7211
3445,2001,1966,1996,-5.364376089,8.43750182,1.587497672,17.21250841,11.79564283,23.24876121,0.874997836,17.16252741,7211
3446,2002,1967,1997,-5.376836667,8.426882614,1.60814806,17.19315926,11.8693749,23.32500003,0.975011989,17.16252741,7211
3447,2003,1968,1998,-5.339380133,8.439384757,1.587522082,17.21250841,11.90002147,23.32502398,0.837489147,17.05002224,7211
3448,2004,1969,1999,-5.239982314,8.452497185,1.631880609,17.21250841,11.93188342,23.36814656,0.862493459,17.26253798,7211
3449,2005,1970,2000,-5.164381272,8.599998622,1.706885535,17.38501267,11.96939301,23.36814656,0.949997843,17.27501926,7211
3450,2006,1971,2001,-5.064350523,8.664406988,1.913745027,17.65439943,11.96252627,23.48063732,0.899996764,17.25001856,7211
3451,2007,1972,2002,-5.076876439,8.841259723,2.026271418,17.53378251,12.0068943,23.45439794,0.96250222,17.25001856,7211
3452,2008,1973,2003,-5.099984115,8.862499947,2.026271418,17.67502464,12.03750985,23.63063142,0.975008742,17.28751602,7211
3453,2009,1974,2004,-5.076876439,8.937502383,1.98749619,17.67502464,12.05689157,23.62500802,0.987505456,17.28751602,7211
3454,2010,1975,2005,-5.096859277,8.837503951,1.969396621,17.76126468,12.0943808,23.68063653,0.949997843,17.38751207,7211
3455,2011,1976,2006,-5.153764964,8.841259723,1.944410631,17.78624592,12.11251055,23.73627513,1.000020754,17.52502407,7211
3456,2012,1977,2007,-5.064996548,8.962493382,2.106872576,17.86814892,12.13876746,23.59313794,0.974961859,17.47503178,7211
3457,2013,1978,2008,-5.064371875,8.987492596,2.126240786,17.95001708,12.11251055,23.60001306,0.937516352,17.53752849,7211
3458,2014,1979,2009,-5.153764964,8.941251567,2.137510493,17.94999031,12.22500756,23.60002004,1.025010933,17.61250276,7211
3459,2015,1980,2010,-5.149985936,8.914400396,1.976256023,17.93066554,12.22501509,23.64875161,0.987505456,17.47500912,7211
3460,2016,1981,2011,-5.052497158,8.937502443,2.07501053,17.97377033,12.40688339,23.67501995,1.162513091,17.57504584,7211
3461,2017,1982,2012,-5.241227891,9.001870556,2.099996767,18.12375842,12.4650018,23.71814861,1.287491291,17.57504584,7211
3462,2018,1983,2013,-5.064371875,9.026873574,1.769392182,18.05001205,12.4650018,23.73627665,1.212527255,17.42504466,7211
3463,2019,1984,2014,-5.064371875,9.026873574,1.769392182,18.07940527,12.43750395,23.67501995,1.349997834,17.45003277,7211
3464,2020,1985,2015,-5.064996548,9.124996868,1.95814815,18.10003394,12.49438083,23.86812684,1.337526164,17.41252632,7211
3465,2000,1965,1995,-6.810009399,7.176637094,0.12537016,16.18363027,10.50902666,22.10302942,-0.123575638,15.98018938,7143
3466,2001,1966,1996,-7.040369834,7.160306224,0.116897905,16.24260868,10.56137559,22.1228039,-0.108376397,15.97547584,7143
3467,2002,1967,1997,-7.005745283,7.134313936,0.145549501,16.20473725,10.6176429,22.17471374,-0.036737596,15.91510556,7143
3468,2003,1968,1998,-6.92746917,7.275379573,0.137328426,16.35146764,10.6422696,22.18340264,-0.116240321,15.90540752,7143
3469,2004,1969,1999,-6.780007608,7.330332252,0.209946584,16.32055553,10.65278369,22.19685259,-0.123575638,16.06606446,7143
3470,2005,1970,2000,-6.714019704,7.374915955,0.212912503,16.47365626,10.71708304,22.18797588,-0.100799547,16.10824829,7143
3471,2006,1971,2001,-6.495838357,7.482605889,0.451671414,16.65699359,10.69286633,22.29123546,-0.108376397,16.09868092,7143
3472,2007,1972,2002,-6.454538915,7.58868157,0.558621687,16.63387072,10.72710212,22.32575296,-0.074092059,16.10954573,7143
3473,2008,1973,2003,-6.433788043,7.594715726,0.549888859,16.70929061,10.76439987,22.51523738,0.005926568,16.18102678,7143
3474,2009,1974,2004,-6.396791154,7.635349598,0.489372388,16.70929061,10.76439987,22.51523738,0.009415016,16.18102678,7143
3475,2010,1975,2005,-6.405814054,7.578392991,0.451671414,16.83935632,10.79325708,22.55275862,0.006450083,16.28871755,7143
3476,2011,1976,2006,-6.443262118,7.601046049,0.221360405,16.84076358,10.78102266,22.61981673,0.041446465,16.48649187,7143
3477,2012,1977,2007,-6.273595732,7.707225101,0.451671414,16.99306724,10.81211878,22.48571573,0.033093551,16.40513118,7143
3478,2013,1978,2008,-6.272993334,7.796430874,0.457722286,17.05766483,10.79325708,22.50103677,0.016292782,16.44192443,7143
3479,2014,1979,2009,-6.396791154,7.763263507,0.473065826,17.05766483,10.86259676,22.48571573,0.07439422,16.54613044,7143
3480,2015,1980,2010,-6.423575237,7.684918566,0.333257045,17.03300767,10.86533258,22.56568188,0.07439422,16.44192443,7143
3481,2016,1981,2011,-6.273595732,7.727028168,0.451671414,17.10704047,10.99311749,22.57896901,0.303829903,16.53776397,7143
3482,2017,1982,2012,-6.443262118,7.794292371,0.465340324,17.21865182,11.031927,22.64168906,0.344146916,16.54613044,7143
3483,2018,1983,2013,-6.272993334,7.806060826,0.141141048,17.15742484,10.99931984,22.67137091,0.323671856,16.3059304,7143
3484,2019,1984,2014,-6.272993334,7.824445206,0.167348401,17.21865182,11.02224018,22.64168906,0.533974935,16.31655111,7143
3485,2020,1985,2015,-6.273595732,7.975479125,0.356228818,17.21865182,11.13746671,22.68838611,0.459666622,16.28661215,7143
3486,2000,1965,1995,-6.514585922,7.666897898,0.728779431,16.43826849,11.18350233,22.38434073,0.194996569,16.38461382,7141
3487,2001,1966,1996,-6.69420536,7.651062024,0.694573911,16.50730684,11.19166786,22.4490482,0.228833657,16.36493647,7141
3488,2002,1967,1997,-6.69420536,7.594774061,0.729970062,16.50730684,11.2192093,22.42665509,0.275998542,16.3077199,7141
3489,2003,1968,1998,-6.58810802,7.718671255,0.728779431,16.5763008,11.22294451,22.48252041,0.194996569,16.29184924,7141
3490,2004,1969,1999,-6.52336216,7.794140274,0.752335585,16.56426184,11.26216377,22.50365465,0.193969275,16.44493136,7141
3491,2005,1970,2000,-6.488348617,7.901730789,0.774432945,16.66181443,11.29382835,22.49441761,0.210592142,16.49082806,7141
3492,2006,1971,2001,-6.409179156,7.977043563,0.983689994,16.82754642,11.28267353,22.55363713,0.207023229,16.45408773,7141
3493,2007,1972,2002,-6.400285917,8.16203571,1.070706143,16.80248546,11.3547631,22.55657241,0.242372918,16.49082806,7141
3494,2008,1973,2003,-6.371179585,8.16977545,1.065823261,16.954773,11.41234122,22.68842599,0.335053662,16.57880054,7141
3495,2009,1974,2004,-6.334824681,8.213343527,1.041256758,16.954773,11.41234122,22.68502015,0.397836595,16.57880054,7141
3496,2010,1975,2005,-6.352022661,8.144814129,1.009680185,17.11229573,11.43294283,22.72662761,0.415825195,16.6441788,7141
3497,2011,1976,2006,-6.369698035,8.195808464,0.758860316,17.11229573,11.43294283,22.83761891,0.494970486,16.87719347,7141
3498,2012,1977,2007,-6.264840283,8.288102138,1.017614604,17.17596932,11.45844418,22.64516399,0.490557522,16.85044584,7141
3499,2013,1978,2008,-6.26271838,8.333394999,1.029020057,17.26897187,11.43294283,22.66524046,0.472603043,16.87719347,7141
3500,2014,1979,2009,-6.400285917,8.324334124,1.041256758,17.26897187,11.47732093,22.64516399,0.610156531,16.99678172,7141
3501,2015,1980,2010,-6.400285917,8.273913535,0.923255754,17.26331488,11.49889215,22.7381608,0.610156531,16.85044584,7141
3502,2016,1981,2011,-6.305526695,8.293605283,0.932702222,17.2975367,11.59419104,22.76085406,0.710711997,16.87359094,7141
3503,2017,1982,2012,-6.409179156,8.333394999,1.004984599,17.38128278,11.63941403,22.83761891,0.747254536,16.85044584,7141
3504,2018,1983,2013,-6.242138481,8.34307227,0.671092916,17.33080714,11.62075845,22.88382616,0.722204276,16.67323168,7141
3505,2019,1984,2014,-6.242138481,8.347257868,0.734729858,17.38128278,11.62854858,22.82337532,0.871906137,16.73510134,7141
3506,2020,1985,2015,-6.242761536,8.542085643,0.932702222,17.39951622,11.67100406,22.92227553,0.848494139,16.65656484,7141
3507,2000,1965,1995,-6.812850422,7.325670865,0.175452812,15.9778736,10.41190833,22.04694453,-0.276556535,16.25974414,7140
3508,2001,1966,1996,-7.023585018,7.306486266,0.178895701,16.01717875,10.41611346,22.08782505,-0.202368322,16.25280774,7140
3509,2002,1967,1997,-6.991042664,7.306486266,0.202127735,16.00022542,10.42436905,22.1368633,-0.060402688,16.24961473,7140
3510,2003,1968,1998,-6.879132374,7.372432177,0.190032767,16.04633398,10.47074626,22.21956609,-0.226136953,16.22993157,7140
3511,2004,1969,1999,-6.77535597,7.39457431,0.244837606,16.04633398,10.48032526,22.23473233,-0.211823269,16.35901196,7140
3512,2005,1970,2000,-6.69355224,7.524585831,0.279801688,16.22343589,10.55128221,22.23473233,-0.130737324,16.37798388,7140
3513,2006,1971,2001,-6.621043026,7.617294141,0.486574537,16.45137422,10.53449365,22.38285267,-0.143455344,16.35901196,7140
3514,2007,1972,2002,-6.630174404,7.792120884,0.616645452,16.38744817,10.62590672,22.46478197,-0.061515653,16.37464119,7140
3515,2008,1973,2003,-6.621562027,7.811261854,0.616645452,16.54034407,10.71745872,22.65375294,0.010476405,16.46524881,7140
3516,2009,1974,2004,-6.610402703,7.866814751,0.561873713,16.54034407,10.72226575,22.6458524,0.066414668,16.46524881,7140
