Kreise_Code,year,EU_Code,gdppc,ln_gdppc,ln_gdppc.d1,tas,tas2,prec,prec2,full05_colddays_f1,full95_hotdays_f1,full05_colddays_f2,full95_hotdays_f2,sq95_hotdays_f1,sq05_colddays_f1,sq95_hotdays_f2,sq05_colddays_f2,full95_wetweeks_f1,full05_dryweeks_f1,full00_dryweeks_f1,sq95_wetweeks_f1,sq05_dryweeks_f1,full95_wetweeks_f2,full05_dryweeks_f2,sq95_wetweeks_f2,sq05_dryweeks_f2,full_mean_precpd,full_std_precpd,sq_mean_precpd,sq_std_precpd
12067,2006.0,DE40C,23592.0,10.068662950495112,0.03841059716748596,10.051816264489348,101.0390102150526,4.072666141786629,16.586609502455183,18.0,40.0,19.0,39.0,44.0,8.0,43.0,10.0,0.0,2.0,1.0,1.0,8.0,0.0,2.0,0.0,2.0,1.5785527681343516,2.333894752540923,1.6086316506390097,0.33698623487111407
12067,2007.0,DE40C,24110.0,10.090381971175217,0.021719020680105672,10.40704213206638,108.30652593860474,7.212866795986482,52.0254474166443,3.0,25.0,5.0,24.0,36.0,4.0,29.0,4.0,8.0,3.0,0.0,5.0,12.0,6.0,4.0,6.0,4.0,2.7425349034169137,4.189254316041967,2.7579182361617387,0.9024426425573775
12067,2008.0,DE40C,23577.0,10.068026939534285,-0.022355031640932665,10.14773245796168,102.976474038369,6.131044786464871,37.58971017363808,4.0,24.0,6.0,21.0,31.0,9.0,23.0,16.0,7.0,2.0,0.0,6.0,8.0,7.0,3.0,4.0,1.0,2.189658852308883,3.4907525069077927,2.2195051188254915,0.3327522542717741
12067,2009.0,DE40C,22366.0,10.015297227588134,-0.05272971194615117,9.413613596949652,88.61612095267537,6.391699151920712,40.853818048663946,13.0,22.0,17.0,19.0,5.0,8.0,2.0,8.0,4.0,2.0,0.0,4.0,8.0,3.0,2.0,4.0,2.0,2.234859843328919,3.431159191302142,2.260763449266911,0.49327034575559314
12067,2010.0,DE40C,23037.0,10.044856897998653,0.02955967041051899,8.06089036092385,64.97795341083503,8.148626303773352,66.40011063854695,41.0,27.0,47.0,24.0,32.0,24.0,27.0,33.0,7.0,3.0,0.0,5.0,12.0,6.0,3.0,6.0,3.0,2.9311605409256654,5.133102742194596,2.874075800657498,1.791958647710698
12067,2011.0,DE40C,23573.0,10.067857268271947,0.02300037027329438,10.009562209209305,100.19133562003104,6.151239475619178,37.8377470864157,10.0,19.0,11.0,18.0,21.0,2.0,17.0,2.0,4.0,5.0,1.0,4.0,20.0,4.0,6.0,4.0,5.0,2.510709990048648,5.4566985928508105,2.427233790268464,1.774401125546972
12067,2012.0,DE40C,24074.0,10.088887698939681,0.021030430667734024,9.425799560857186,88.84569736145552,6.232291394863314,38.84145603048731,20.0,24.0,25.0,19.0,33.0,20.0,23.0,24.0,3.0,1.0,0.0,4.0,4.0,3.0,1.0,4.0,1.0,2.299738522089784,3.755122873973667,2.3339121400114604,0.6643554962260253
12067,2013.0,DE40C,24557.0,10.108752224963046,0.019864526023365414,9.2560610090866,85.67466540393326,6.113319709914217,37.37267787562565,18.0,29.0,23.0,20.0,21.0,17.0,18.0,22.0,3.0,3.0,1.0,3.0,12.0,2.0,3.0,3.0,3.0,2.378723622534717,3.94944975867334,2.4637420814708277,0.9432621405049667
12067,2014.0,DE40C,25433.0,10.143802822358657,0.03505059739561034,10.669426780936048,113.83666783375536,5.287253482331072,27.955049386422044,11.0,31.0,13.0,25.0,39.0,7.0,28.0,7.0,3.0,1.0,0.0,2.0,4.0,2.0,1.0,2.0,1.0,1.9018897418457088,3.498273025673299,1.9152786983914167,1.0531160974503586
12067,2015.0,DE40C,25512.0,10.146904208689893,0.0031013863312363554,10.509781369072876,110.45550442571133,5.2802650854591135,27.88119937271854,0.0,34.0,1.0,31.0,35.0,6.0,24.0,10.0,3.0,4.0,0.0,3.0,16.0,2.0,4.0,3.0,5.0,2.0153683532286686,3.4260366443191246,2.01027809962653,0.3318261989434701
12067,2016.0,DE40C,26062.0,10.168233593704851,0.02132938501495829,9.98334561547757,99.6671896780752,5.456541423547444,29.773844306889167,9.0,34.0,10.0,19.0,18.0,4.0,11.0,9.0,2.0,3.0,0.0,2.0,12.0,1.0,3.0,2.0,3.0,2.131461493573221,3.4053151686234497,2.178661253314156,0.45252398278875317
12067,2017.0,DE40C,27294.0,10.21442217679806,0.04618858309320828,9.999742340050178,99.9948468673922,7.360848788771756,54.18209489116263,8.0,22.0,12.0,18.0,28.0,2.0,24.0,9.0,7.0,1.0,0.0,5.0,4.0,4.0,2.0,5.0,1.0,2.706194407636673,5.437696022724915,2.738608413775511,0.8001219830495236
12067,2018.0,DE40C,28055.0,10.241922148185072,0.027499971387012323,10.936726958792711,119.6119965711833,4.22670415348809,17.86502800111347,8.0,53.0,12.0,40.0,45.0,9.0,39.0,14.0,2.0,3.0,1.0,2.0,12.0,2.0,3.0,2.0,4.0,1.9388551162789407,3.6699473032851775,1.999439230390613,0.47298314265828006
12067,2019.0,DE40C,28193.0,10.246828999162442,0.004906850977370425,11.188104879514531,125.17369079501688,4.975157841039859,24.752195543260395,2.0,45.0,6.0,40.0,55.0,3.0,47.0,8.0,4.0,2.0,1.0,3.0,8.0,2.0,3.0,3.0,3.0,1.9900631364159451,3.0943321342702914,2.003105674038964,0.2883453885482559
12068,1991.0,DE40D,9769.0,9.186969385652942,,9.021127581242188,81.3807428370485,4.3975293793334105,19.33826464210049,18.0,27.0,18.0,27.0,33.0,10.0,32.0,8.0,1.0,5.0,0.0,1.0,20.0,1.0,5.0,2.0,4.0,1.495758292290276,2.615760104938208,1.4897694150969842,0.3161180613263761
12068,1992.0,DE40D,11743.0,9.37101259736508,0.18404321171213844,9.63749605865548,92.8813302805999,6.069096153227954,36.83392811712635,10.0,41.0,10.0,40.0,25.0,6.0,26.0,6.0,1.0,5.0,2.0,2.0,20.0,1.0,5.0,2.0,5.0,2.152161756463816,3.5727074182941068,2.1677860541884297,0.5110671663849229
12068,1993.0,DE40D,13535.0,9.513034202048402,0.1420216046833218,8.59111421980472,73.80724353773086,6.99064711158482,48.86914703870918,14.0,12.0,14.0,12.0,28.0,19.0,28.0,19.0,3.0,3.0,0.0,5.0,12.0,4.0,3.0,4.0,3.0,2.4877747728059845,5.202842656283805,2.542639245935024,1.0486481301274686
12068,1994.0,DE40D,15171.0,9.627140989748092,0.11410678769968996,9.664829196614814,93.40892339973816,7.29996809799901,53.28953423180329,8.0,35.0,7.0,33.0,39.0,1.0,35.0,2.0,6.0,3.0,1.0,7.0,12.0,7.0,3.0,6.0,3.0,2.616476020788175,4.556048536637936,2.6552239435088083,0.6342080041797579
12068,1995.0,DE40D,16756.0,9.726511682066926,0.09937069231883378,9.01727819126942,81.31130597874312,5.519347209800747,30.463193622335293,17.0,37.0,17.0,35.0,41.0,15.0,40.0,14.0,2.0,2.0,0.0,2.0,8.0,2.0,2.0,2.0,3.0,1.999763481811863,3.109915588128925,2.0131776226236555,0.5205004861397895
12068,1996.0,DE40D,17885.0,9.791717651693117,0.06520596962619152,7.283455645108907,53.0487261342688,4.286436994547991,18.37354210822961,38.0,19.0,38.0,18.0,13.0,32.0,11.0,36.0,0.0,4.0,1.0,0.0,16.0,1.0,4.0,0.0,4.0,1.6054071140629185,2.901572195801159,1.5757808091329597,0.5349030076685543
12068,1997.0,DE40D,18927.0,9.84834475303892,0.056627101345801734,9.046458226761374,81.83840644853854,4.612085913856892,21.271336476797163,16.0,41.0,17.0,34.0,42.0,16.0,38.0,17.0,2.0,6.0,1.0,3.0,24.0,3.0,6.0,3.0,7.0,1.7273730014445294,3.5957312304697333,1.7351375671360478,0.3953497995171134
12068,1998.0,DE40D,19444.0,9.875293818165346,0.02694906512642703,9.2761134767507,86.04628123355596,6.825092935976688,46.58189358471888,16.0,18.0,16.0,16.0,34.0,11.0,31.0,11.0,4.0,1.0,0.0,4.0,4.0,5.0,1.0,4.0,1.0,2.2525059194642543,3.4052295109333497,2.2466913157773534,0.4041628095377195
12068,1999.0,DE40D,20139.0,9.910413512606862,0.03511969444151575,9.928912961342396,98.583312593913,5.903848465732319,34.85542670632985,3.0,33.0,4.0,30.0,30.0,0.0,19.0,0.0,4.0,2.0,0.0,6.0,8.0,4.0,2.0,5.0,3.0,2.19473920659194,2.9817908654381,2.203509761763597,0.37956194025728146
12068,2000.0,DE40D,20565.0,9.931345880664525,0.020932368057662742,10.133314769186946,102.68406821142229,5.443771838465494,29.634651829269988,5.0,19.0,5.0,14.0,25.0,6.0,20.0,8.0,2.0,2.0,0.0,1.0,8.0,2.0,2.0,1.0,2.0,1.7966243691305246,2.737543330518972,1.789333900072679,0.42767710298145584
12068,2001.0,DE40D,21357.0,9.969134833771983,0.03778895310745867,9.01628127302015,81.29332799421385,6.466759417660856,41.81897736590537,8.0,26.0,9.0,21.0,36.0,9.0,28.0,11.0,2.0,2.0,0.0,2.0,8.0,2.0,2.0,2.0,1.0,2.1272234926515954,3.3117627498971745,2.146500131819697,0.785487362293121
12068,2002.0,DE40D,22353.0,10.014715819221838,0.04558098544985434,9.561869688205796,91.4293519342288,7.367147829158065,54.27486713666839,13.0,35.0,15.0,29.0,37.0,18.0,21.0,19.0,5.0,4.0,1.0,6.0,16.0,5.0,4.0,6.0,5.0,2.67896284696657,4.460320434662547,2.685228932676752,0.29179351424136607
12068,2003.0,DE40D,21040.0,9.954180666851647,-0.060535152370190914,9.402765758800912,88.4120039148789,4.108732700937689,16.88168440775472,15.0,45.0,15.0,38.0,35.0,13.0,23.0,15.0,2.0,7.0,2.0,3.0,28.0,2.0,5.0,3.0,4.0,1.6702165450966215,3.1586383132687827,1.6709503570177513,0.4137087436435175
12068,2004.0,DE40D,21543.0,9.977806216778427,0.023625549926780565,9.1076296991542,82.9489187369156,5.827295022527478,33.95736727957352,9.0,17.0,9.0,15.0,28.0,0.0,23.0,2.0,2.0,3.0,0.0,3.0,12.0,2.0,2.0,2.0,2.0,1.9753542449245705,3.0225398294786188,2.012305689151215,0.729000851280205
12068,2005.0,DE40D,21222.0,9.962793658433535,-0.015012558344892568,9.168901740682369,84.06875913028817,6.102435853577779,37.23972334703156,5.0,26.0,15.0,23.0,35.0,4.0,26.0,7.0,3.0,6.0,0.0,5.0,24.0,3.0,6.0,4.0,7.0,2.26016142725103,3.681438979165653,2.3253986301789564,0.9458803837658737
12068,2006.0,DE40D,22200.0,10.00784756786037,0.0450539094268354,9.75354017484366,95.13154594228926,5.106619410280323,26.07756180145175,18.0,43.0,21.0,37.0,47.0,7.0,40.0,11.0,1.0,8.0,1.0,1.0,32.0,1.0,8.0,1.0,8.0,1.798105426155044,2.809042414580727,1.8290843884092032,0.3239895355108651
12068,2007.0,DE40D,22634.0,10.027208479525887,0.019360911665517122,10.122562040288022,102.46626225948,8.732785083969867,76.26153532280661,3.0,26.0,7.0,19.0,34.0,4.0,27.0,4.0,13.0,2.0,1.0,12.0,8.0,13.0,2.0,13.0,2.0,3.118851815703525,4.959274978021786,3.180681274331547,1.3481007822847657
12068,2008.0,DE40D,24062.0,10.08838911159347,0.06118063206758251,9.843822085120385,96.9008332435038,6.340705370655364,40.204544597457776,3.0,23.0,4.0,20.0,28.0,3.0,24.0,11.0,5.0,3.0,1.0,7.0,12.0,5.0,3.0,6.0,3.0,2.217029849879497,3.753433254828745,2.2210342575151003,0.34827259635220015
12068,2009.0,DE40D,23734.0,10.074663898225085,-0.01372521336838517,9.314891337162797,86.76720062315049,5.674012770165743,32.19442091600393,13.0,25.0,18.0,22.0,14.0,6.0,3.0,7.0,3.0,4.0,2.0,3.0,16.0,3.0,4.0,3.0,4.0,2.0336963333927374,3.9537349194381215,2.0508760918663502,0.6165935157362974
12068,2010.0,DE40D,24369.0,10.101067111719063,0.026403213493978228,7.939479813557403,63.0353397098855,6.880898478532993,47.346763871877656,34.0,34.0,46.0,28.0,40.0,23.0,30.0,30.0,5.0,2.0,0.0,5.0,8.0,5.0,2.0,5.0,2.0,2.557954824733453,4.176684613530451,2.5683026639505973,0.8762033588977296
12068,2011.0,DE40D,25088.0,10.130144923150134,0.0290778114310708,9.710264446836703,94.28923562750094,7.127261441135995,50.79785565030394,10.0,20.0,11.0,10.0,21.0,0.0,16.0,2.0,7.0,9.0,2.0,7.0,36.0,7.0,7.0,7.0,9.0,2.828278349657142,5.339793101841627,2.738229298815472,1.301917038259355
12068,2012.0,DE40D,26002.0,10.165928737122114,0.03578381397197994,9.076875833479052,82.38967489639604,5.448894160987355,29.690447577642093,21.0,22.0,23.0,15.0,36.0,18.0,22.0,27.0,2.0,1.0,0.0,3.0,4.0,2.0,1.0,3.0,1.0,1.9391082423442556,3.0665199694591747,1.9577105745604284,0.28195382378736655
12068,2013.0,DE40D,26410.0,10.181498005291179,0.015569268169064898,9.045230038468995,81.81618644882185,6.395571545468941,40.903335393211975,18.0,30.0,22.0,19.0,29.0,16.0,20.0,21.0,4.0,5.0,1.0,4.0,20.0,4.0,5.0,4.0,4.0,2.4693326430382023,4.042376721066828,2.500861265096776,0.40973514717680604
12068,2014.0,DE40D,27472.0,10.220922583137257,0.03942457784607889,10.418317312516187,108.54133562427457,5.841294027819492,34.12071591943966,10.0,33.0,15.0,25.0,51.0,4.0,31.0,6.0,3.0,2.0,0.0,3.0,8.0,3.0,2.0,3.0,1.0,2.1318591342406914,3.6854541642254057,2.1265412669908352,0.8242152546264567
12068,2015.0,DE40D,27417.0,10.218918537940311,-0.0020040451969460804,9.982379452559591,99.64789953488392,6.093510853743038,37.13087452468421,1.0,33.0,1.0,22.0,29.0,2.0,17.0,11.0,4.0,3.0,1.0,4.0,12.0,4.0,3.0,3.0,2.0,2.37101589639807,3.775764006941882,2.369769078399337,0.6793283199568347
12068,2016.0,DE40D,27283.0,10.214019076585554,-0.004899461354757051,9.74015084183194,94.87053842163948,4.791057317324722,22.954230217890764,9.0,35.0,11.0,22.0,27.0,4.0,10.0,8.0,1.0,2.0,0.0,0.0,8.0,1.0,1.0,0.0,2.0,1.821694797461872,2.72517378437142,1.8236853900836585,0.13329969239089556
12068,2017.0,DE40D,28037.0,10.241280345410422,0.027261268824867457,9.660842804645354,93.3318836960679,7.803357011415271,60.89238064760388,6.0,21.0,11.0,12.0,27.0,1.0,22.0,7.0,4.0,3.0,0.0,4.0,12.0,4.0,3.0,3.0,3.0,2.776995377727856,6.067644371403016,2.768649812968862,0.6315830399457327
12068,2018.0,DE40D,28247.0,10.248742536245267,0.007462190834845117,10.556026970523396,111.42970540241734,4.1537287828157705,17.253462801192182,10.0,49.0,13.0,33.0,42.0,8.0,31.0,12.0,1.0,4.0,2.0,1.0,16.0,0.0,3.0,1.0,3.0,1.8795152863419788,3.412902413870816,1.958557643190617,0.6698292100971863
12068,2019.0,DE40D,29639.0,10.296846340649244,0.048103804403977435,10.746290852726574,115.48276709139483,5.417679337395864,29.351249402846086,4.0,47.0,5.0,38.0,55.0,2.0,43.0,7.0,3.0,4.0,2.0,5.0,16.0,3.0,4.0,2.0,4.0,2.0837228220753325,3.58145963594414,2.0976053240514343,0.1277915513280798
12069,1991.0,DE40E,12655.0,9.445807672979225,,9.159018698664202,83.88762352248048,4.240386210565521,17.980875214754214,17.0,23.0,17.0,23.0,34.0,11.0,32.0,10.0,4.0,4.0,0.0,3.0,16.0,4.0,4.0,3.0,4.0,1.4229483928072206,2.6940156046144077,1.404756699448973,0.3160856308277106
12069,1992.0,DE40E,14879.0,9.607706101827697,0.16189842884847216,9.94256381981322,98.85457531105884,5.811816169688561,33.77720719025342,11.0,39.0,11.0,37.0,25.0,6.0,23.0,5.0,2.0,4.0,1.0,2.0,16.0,2.0,4.0,2.0,4.0,2.017991725586306,3.515138703183144,1.9626365369757264,0.5312451672342938
12069,1993.0,DE40E,17830.0,9.788637710857186,0.18093160902948924,8.900573016429464,79.22020002079228,6.490906746801792,42.13187039567702,17.0,16.0,15.0,15.0,26.0,19.0,26.0,20.0,4.0,3.0,0.0,2.0,12.0,4.0,3.0,4.0,3.0,2.207791410476799,3.98872825046373,2.239363808517009,0.9095004233026128
12069,1994.0,DE40E,20472.0,9.926813377839625,0.13817566698243944,10.02054628786884,100.411347907322,7.232797260140932,52.31335620630217,7.0,37.0,7.0,36.0,34.0,4.0,33.0,5.0,9.0,5.0,1.0,7.0,20.0,9.0,5.0,7.0,5.0,2.494068020738254,4.995012594200069,2.554380272042201,0.9104263420748168
12069,1995.0,DE40E,21873.0,9.99300827847454,0.0661949006349154,9.267785209439593,85.89184268830728,5.875276196143354,34.51887038096872,15.0,36.0,15.0,35.0,38.0,13.0,35.0,14.0,4.0,3.0,0.0,4.0,12.0,4.0,2.0,4.0,3.0,2.061500419699422,3.3385158072436645,2.123887257669693,0.7236726968798526
12069,1996.0,DE40E,22831.0,10.035874540579453,0.04286626210491207,7.374043317187051,54.37651484375101,4.427498191101579,19.602740232207758,42.0,18.0,42.0,15.0,9.0,37.0,9.0,39.0,0.0,2.0,0.0,0.0,8.0,0.0,2.0,0.0,2.0,1.5644869933221128,2.68681455606812,1.5503264141433095,0.5990117437532885
12069,1997.0,DE40E,23297.0,10.056079875899302,0.020205335319849027,9.342983056741586,87.29133239856034,4.56912840079373,20.87693434293987,15.0,37.0,15.0,34.0,36.0,17.0,31.0,19.0,1.0,6.0,2.0,2.0,24.0,1.0,5.0,1.0,5.0,1.6554813046354075,3.3923728850357326,1.6859432855014906,0.4563306529112804
12069,1998.0,DE40E,22864.0,10.037318900169648,-0.01876097572965385,9.592303867337703,92.01229348334186,5.805135158113964,33.69959420397083,16.0,19.0,16.0,16.0,35.0,11.0,31.0,13.0,2.0,2.0,0.0,3.0,8.0,2.0,1.0,3.0,1.0,1.941516775288951,3.0507135431569816,1.9290441690297324,0.2321143423351222
12069,1999.0,DE40E,22685.0,10.029459192098065,-0.007859708071583427,10.18947112541666,103.82532181569988,4.490284617622455,20.16265594725683,4.0,34.0,7.0,28.0,21.0,0.0,19.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.506806918665253,2.392200600347668,1.5089449955484515,0.23768775335058376
12069,2000.0,DE40E,21499.0,9.975761701406148,-0.05369749069191698,10.436675763492689,108.92420099227566,5.251364798091665,27.57683224263632,4.0,18.0,6.0,16.0,28.0,5.0,25.0,7.0,3.0,2.0,0.0,3.0,8.0,2.0,2.0,2.0,2.0,1.6885417357207928,2.8125056160687545,1.6659400089155882,0.5213490471506387
12069,2001.0,DE40E,20507.0,9.92852157025577,-0.04724013115037806,9.288488922161974,86.27602645712572,6.501948008088195,42.27532789988204,8.0,24.0,8.0,23.0,39.0,10.0,32.0,12.0,4.0,1.0,0.0,3.0,4.0,4.0,0.0,3.0,0.0,2.124819610486337,3.2139602116126382,2.133789186331239,0.7066159922814595
12069,2002.0,DE40E,20401.0,9.923339198238729,-0.005182372017040748,9.697935453092663,94.0499520523516,7.6525345792620385,58.561285486801225,15.0,32.0,17.0,24.0,32.0,20.0,22.0,20.0,6.0,4.0,1.0,5.0,16.0,6.0,4.0,5.0,4.0,2.638805027331736,5.653414034948974,2.6763991107444025,0.9727716411429318
12069,2003.0,DE40E,20107.0,9.908823292125648,-0.014515906113080845,9.693292113304208,93.95991199384557,4.05009396548908,16.403261129291064,16.0,47.0,18.0,38.0,34.0,12.0,27.0,12.0,1.0,4.0,2.0,2.0,16.0,1.0,4.0,1.0,4.0,1.6463796607679182,2.802805114784917,1.647641871046842,0.13879423521734538
12069,2004.0,DE40E,20866.0,9.945876319027915,0.037053026902267305,9.380762991032586,87.99871429392664,5.695198496619348,32.43528591589528,9.0,19.0,10.0,17.0,27.0,0.0,21.0,3.0,2.0,2.0,0.0,2.0,8.0,2.0,2.0,1.0,2.0,2.041289783734533,2.976537303819064,2.062158855975973,0.515076767757471
12069,2005.0,DE40E,20656.0,9.935761113086423,-0.010115205941492178,9.529981589334916,90.82054909306244,6.1184790893939685,37.43578636735125,8.0,27.0,14.0,21.0,32.0,5.0,27.0,6.0,5.0,6.0,2.0,4.0,24.0,5.0,6.0,7.0,6.0,2.344244861836768,4.001393480512066,2.427672293800119,1.1230045432864044
12069,2006.0,DE40E,21098.0,9.956933528241754,0.021172415155330526,10.178090875380462,103.59353386750304,4.83145548041538,23.34296205923581,17.0,43.0,21.0,36.0,44.0,6.0,40.0,10.0,0.0,5.0,2.0,1.0,20.0,0.0,5.0,1.0,5.0,1.7255198144340638,2.84026970130714,1.7843709610099434,0.5886964858609124
12069,2007.0,DE40E,21908.0,9.994607145903611,0.037673617661857506,10.532492738772486,110.93340329229515,8.022228032621737,64.35614260738201,4.0,26.0,7.0,23.0,36.0,4.0,30.0,4.0,9.0,5.0,0.0,9.0,20.0,9.0,5.0,9.0,5.0,2.844761713695652,5.1812016613801175,2.870523355820463,1.2058885803764636
12069,2008.0,DE40E,22192.0,10.007487142554613,0.01287999665100159,10.255978200299191,105.18508884501225,5.975579693343256,35.70755267149627,4.0,26.0,6.0,20.0,32.0,10.0,26.0,15.0,4.0,3.0,0.0,3.0,12.0,3.0,3.0,2.0,3.0,2.067674634374829,3.4353906722420176,2.114662587069912,0.5305325997355393
12069,2009.0,DE40E,21421.0,9.972127028252816,-0.035360114301797196,9.678341717093575,93.6702983928338,6.038464383948627,36.46305211621607,13.0,27.0,17.0,24.0,11.0,7.0,4.0,8.0,3.0,1.0,0.0,2.0,4.0,3.0,1.0,3.0,1.0,2.118759432964429,3.262281699143628,2.121394135016461,0.5799365178491402
12069,2010.0,DE40E,21699.0,9.98502145551739,0.012894427264575015,8.242667653818767,67.94157005131018,7.277099694588525,52.95617996498041,37.0,30.0,50.0,28.0,38.0,25.0,34.0,35.0,4.0,2.0,0.0,4.0,8.0,4.0,1.0,4.0,1.0,2.608279460425994,5.038599563529542,2.6190623885075586,1.200399981176338
12069,2011.0,DE40E,22675.0,10.029018274983338,0.04399681946594747,10.197302095472722,103.98497002633236,6.34609796526852,40.272959384785246,9.0,25.0,11.0,15.0,25.0,1.0,18.0,2.0,6.0,8.0,2.0,5.0,32.0,6.0,6.0,5.0,6.0,2.508339116706924,5.27402624781114,2.4924282710871366,1.925665181006486
12069,2012.0,DE40E,23273.0,10.055049169344665,0.026030894361326773,9.587935819765043,91.92851328393355,5.9717393209707135,35.661670517627755,19.0,27.0,21.0,18.0,31.0,20.0,26.0,22.0,3.0,1.0,0.0,2.0,4.0,3.0,0.0,3.0,0.0,2.2035938453766453,3.307323070001941,2.244110518700281,0.6123935695960836
12069,2013.0,DE40E,24555.0,10.108670778473344,0.05362160912867964,9.33111260585176,87.06966246308563,6.84256844402916,46.82074291122364,18.0,29.0,24.0,18.0,26.0,15.0,16.0,20.0,6.0,4.0,1.0,4.0,16.0,6.0,4.0,6.0,4.0,2.506435327483208,4.593064091664609,2.5702199570192192,0.8079804968526274
12069,2014.0,DE40E,25558.0,10.148705658168648,0.040034879695303616,10.87558839590657,118.27842295717764,5.631264423005241,31.711139001804558,9.0,30.0,11.0,23.0,48.0,4.0,33.0,6.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,1.941815318277669,3.8262901741974495,1.9391649824609625,1.0169098848582518
12069,2015.0,DE40E,25535.0,10.147805339081744,-0.0009003190869041333,10.574332723319946,111.81651254347504,5.648751094030253,31.908388922307974,1.0,39.0,1.0,27.0,36.0,5.0,22.0,10.0,4.0,4.0,0.0,4.0,16.0,2.0,4.0,2.0,4.0,2.172596574627022,3.641316198929729,2.1583378433029097,0.7736938609982467
12069,2016.0,DE40E,26053.0,10.16788820369854,0.020082864616796314,10.236616258618936,104.78831242622154,5.396493870557487,29.122146094964528,9.0,37.0,10.0,26.0,28.0,2.0,12.0,11.0,4.0,3.0,0.0,4.0,12.0,4.0,2.0,3.0,3.0,1.927319239484816,4.113904761798475,2.0084920422715737,0.7376276517102597
12069,2017.0,DE40E,26648.0,10.190469379873516,0.02258117617497568,10.165039054551904,103.32801898056545,6.8046737811402025,46.3035852677369,9.0,28.0,10.0,17.0,29.0,3.0,24.0,6.0,6.0,1.0,0.0,4.0,4.0,5.0,1.0,4.0,1.0,2.354558401778616,4.540506483156764,2.3605128221089924,0.4422960922553566
12069,2018.0,DE40E,27262.0,10.213249070130788,0.022779690257271668,11.223380097087691,125.96426080370412,3.346080528433352,11.19625490276082,8.0,63.0,10.0,44.0,47.0,8.0,38.0,12.0,0.0,7.0,1.0,0.0,28.0,0.0,6.0,0.0,7.0,1.487146901525934,2.647394147068463,1.5158098749897968,0.25950424559223634
12069,2019.0,DE40E,28181.0,10.24640327098345,0.033154200852662186,11.28401229347309,127.32893343925184,4.9041438987410455,24.05062737955902,5.0,47.0,6.0,39.0,56.0,1.0,41.0,5.0,3.0,4.0,1.0,3.0,16.0,2.0,4.0,4.0,4.0,1.8576302646746388,3.5510891709082326,1.870113837325072,0.2718582543437571
12070,1991.0,DE40F,8565.0,9.05543941075822,,8.94130327128505,79.94690418909275,4.341970297036016,18.85270606034303,18.0,26.0,17.0,25.0,33.0,8.0,32.0,6.0,1.0,3.0,1.0,1.0,12.0,1.0,3.0,1.0,5.0,1.5342651226275668,2.608768903225559,1.527286352199469,0.2551508499578475
12070,1992.0,DE40F,10380.0,9.24763615671988,0.1921967459616596,9.602421687391663,92.2065022624898,6.229148442305624,38.80229031627858,8.0,39.0,8.0,39.0,29.0,5.0,31.0,5.0,1.0,4.0,3.0,1.0,16.0,1.0,5.0,1.0,3.0,2.240700878527203,3.430679488939769,2.250483129466097,0.3957092402998448
12070,1993.0,DE40F,12267.0,9.414668009032752,0.16703185231287243,8.493767775189902,72.14409101885441,7.490797051339262,56.11204046435299,15.0,13.0,14.0,12.0,25.0,18.0,25.0,18.0,2.0,2.0,0.0,2.0,8.0,2.0,3.0,2.0,3.0,2.646924753123413,5.78364682235462,2.728548963146877,1.1843474930380333
12070,1994.0,DE40F,14050.0,9.550377674761892,0.13570966572913967,9.679173763827984,93.68640475037598,7.7136244489854,59.50000213998532,10.0,35.0,9.0,34.0,38.0,1.0,35.0,1.0,6.0,3.0,1.0,6.0,12.0,6.0,3.0,5.0,3.0,2.7647399458729027,4.680321191069632,2.7843238599737514,0.7967274096897624
12070,1995.0,DE40F,15614.0,9.655923226680237,0.10554555191834503,9.085821995093522,82.55216132652522,5.243820051887674,27.497648736579247,15.0,39.0,15.0,39.0,49.0,14.0,46.0,13.0,0.0,4.0,1.0,1.0,16.0,0.0,4.0,1.0,3.0,1.8595106566977568,2.726695624591526,1.8787983587018369,0.540538849150592
12070,1996.0,DE40F,16235.0,9.694924684536947,0.03900145785670972,7.265778908160834,52.79154314227484,4.627144977753518,21.4104706451496,40.0,19.0,38.0,18.0,17.0,37.0,13.0,36.0,0.0,4.0,0.0,0.0,16.0,0.0,4.0,0.0,4.0,1.800445516635609,3.413155274926724,1.765281066581442,0.6023409583327035
12070,1997.0,DE40F,16865.0,9.732995747495751,0.0380710629588048,9.12644723313875,83.29203909926595,5.009471381425613,25.09480352132224,13.0,44.0,13.0,41.0,45.0,14.0,40.0,14.0,2.0,6.0,1.0,3.0,24.0,3.0,7.0,3.0,7.0,1.9193376940328009,3.636252926028999,1.934196589486676,0.5803096940013284
12070,1998.0,DE40F,16814.0,9.729967151695242,-0.003028595800509848,9.332892463576588,87.10288173668468,7.216527021279807,52.07826224886161,15.0,18.0,15.0,17.0,37.0,11.0,33.0,11.0,3.0,1.0,0.0,4.0,4.0,3.0,1.0,3.0,1.0,2.3583421638169297,3.5232932230307643,2.347263996106563,0.26749502179109325
12070,1999.0,DE40F,17214.0,9.75347828520942,0.02351113351417844,9.936281726285843,98.72969454412195,6.194114527097281,38.36705477479757,4.0,33.0,5.0,33.0,31.0,0.0,25.0,0.0,4.0,2.0,0.0,5.0,8.0,3.0,3.0,4.0,5.0,2.220112733726625,3.28598527220717,2.269110186188982,0.4017168793672636
