Kreise_Code,EU_Code,year,gva,wrk,gvapw_BE,ln_gvapw_BE,ln_gvapw_BE.d1
1001,DEF01,1995.0,527.8,11.62,45.42168674698795,3.8159896726454585,
1001,DEF01,1996.0,516.0,11.34,45.5026455026455,3.8177704671819566,0.0017807945364980426
1001,DEF01,1997.0,532.0,10.88,48.897058823529406,3.8897172479138478,0.0719467807318912
1001,DEF01,1998.0,537.8,10.7,50.26168224299065,3.9172430023669036,0.02752575445305583
1001,DEF01,1999.0,542.1,10.53,51.48148148148149,3.9412221601204087,0.02397915775350512
1001,DEF01,2000.0,573.2,10.36,55.328185328185334,4.01328245912268,0.07206029900227096
1001,DEF01,2001.0,484.2,9.64,50.22821576763485,3.916576935881504,-0.09670552324117576
1001,DEF01,2002.0,605.6,9.1,66.54945054945055,4.197945288600435,0.281368352718931
1001,DEF01,2003.0,658.6,8.9,74.0,4.30406509320417,0.10611980460373527
1001,DEF01,2004.0,789.7,8.59,91.93247962747381,4.521054390507372,0.2169892973032015
1001,DEF01,2005.0,725.1,8.34,86.94244604316548,4.4652463600068915,-0.05580803050048022
1001,DEF01,2006.0,752.8,8.11,92.82367447595561,4.530701720143848,0.06545536013695674
1001,DEF01,2007.0,727.4,7.92,91.84343434343434,4.520085326726554,-0.010616393417294034
1001,DEF01,2008.0,670.9,7.47,89.81258366800536,4.497725095424117,-0.022360231302437583
1001,DEF01,2009.0,488.1,6.74,72.41839762611276,4.282460377968886,-0.21526471745523068
1001,DEF01,2010.0,516.4,6.26,82.49201277955271,4.41270147386048,0.13024109589159405
1001,DEF01,2011.0,537.6,6.0,89.60000000000001,4.4953553199808844,0.0826538461204045
1001,DEF01,2012.0,550.3,6.22,88.47266881028939,4.482693677314625,-0.012661642666259354
1001,DEF01,2013.0,547.1,6.5,84.16923076923078,4.432829424168189,-0.04986425314643572
1001,DEF01,2014.0,505.6,6.58,76.83890577507599,4.341711097495422,-0.09111832667276776
1001,DEF01,2015.0,587.3,6.62,88.71601208459214,4.485440392579557,0.14372929508413534
1001,DEF01,2016.0,607.0,6.63,91.55354449472097,4.516923986861727,0.03148359428216985
1001,DEF01,2017.0,660.3,6.67,98.99550224887555,4.595074417272993,0.07815043041126657
1001,DEF01,2018.0,653.5,7.28,89.76648351648352,4.497211670855682,-0.09786274641731119
1001,DEF01,2019.0,696.7,7.44,93.64247311827957,4.539484053191073,0.042272382335390546
