Kreise_Code,EU_Code,year,gva,wrk,gvapw_A,ln_gvapw_A,ln_gvapw_A.d1
9179,DE21C,1996.0,28.9,1.24,23.306451612903224,3.1487302155014407,0.12336614434107851
9179,DE21C,1997.0,29.1,1.21,24.049586776859506,3.1801178145687974,0.031387599067356664
9179,DE21C,1998.0,29.0,1.18,24.576271186440678,3.201781391508901,0.021663576940103457
9179,DE21C,1999.0,31.8,1.17,27.179487179487182,3.3024625409764665,0.10068114946756568
9179,DE21C,2000.0,31.4,1.17,26.837606837606838,3.289804144104543,-0.012658396871923383
9179,DE21C,2001.0,28.6,1.14,25.087719298245617,3.222378455419403,-0.0674256886851401
9179,DE21C,2002.0,29.0,1.09,26.605504587155963,3.2811181337454216,0.05873967832601856
9179,DE21C,2003.0,29.6,1.06,27.92452830188679,3.329505453206039,0.04838731946061747
9179,DE21C,2004.0,34.2,1.07,31.962616822429908,3.464566995594745,0.13506154238870582
9179,DE21C,2005.0,25.0,1.06,23.58490566037736,3.160606916744225,-0.3039600788505199
9179,DE21C,2006.0,29.4,1.02,28.823529411764703,3.361192047048456,0.2005851303042312
9179,DE21C,2007.0,27.5,1.02,26.96078431372549,3.294383377376346,-0.06680866967211019
9179,DE21C,2008.0,31.5,1.0,31.5,3.449987545831587,0.15560416845524117
9179,DE21C,2009.0,27.7,0.97,28.556701030927837,3.3518916206780016,-0.09809592515358556
9179,DE21C,2010.0,24.5,0.95,25.789473684210527,3.2499664119382317,-0.10192520873976996
9179,DE21C,2011.0,27.8,0.92,30.217391304347824,3.4084176296356423,0.15845121769741066
9179,DE21C,2012.0,26.4,0.89,29.662921348314605,3.389897826408222,-0.018519803227420528
9179,DE21C,2013.0,24.9,0.88,28.295454545454543,3.342701174980547,-0.04719665142767493
9179,DE21C,2014.0,30.8,0.86,35.81395348837209,3.5783375797141126,0.23563640473356573
9179,DE21C,2015.0,26.7,0.86,31.046511627906977,3.4354864551407873,-0.14285112457332527
9179,DE21C,2016.0,30.2,0.83,36.3855421686747,3.5941715025723173,0.15868504743153
9179,DE21C,2017.0,32.0,0.81,39.50617283950617,3.676456934115379,0.0822854315430619
9179,DE21C,2018.0,28.1,0.8,35.125,3.5589131276539097,-0.11754380646146956
9179,DE21C,2019.0,28.8,0.81,35.55555555555556,3.571096418457553,0.01218329080364322
9180,DE21D,1995.0,14.6,1.2,12.166666666666666,2.498699971920336,
9180,DE21D,1996.0,15.4,1.11,13.873873873873872,2.6300074940953406,0.13130752217500463
9180,DE21D,1997.0,15.5,1.07,14.485981308411214,2.673181375451386,0.043173881356045385
9180,DE21D,1998.0,15.5,1.04,14.903846153846153,2.7016193107719197,0.028437935320533736
9180,DE21D,1999.0,16.9,1.01,16.73267326732673,2.8173632910758597,0.11574398030393995
9180,DE21D,2000.0,16.7,1.01,16.534653465346533,2.805458388569541,-0.011904902506318482
9180,DE21D,2001.0,16.0,0.99,16.161616161616163,2.7826390580932827,-0.022819330476258504
9180,DE21D,2002.0,18.2,0.95,19.157894736842106,2.9527148884703003,0.17007583037701757
9180,DE21D,2003.0,20.5,0.91,22.527472527472526,3.1147355656156037,0.16202067714530344
9180,DE21D,2004.0,24.8,0.91,27.252747252747252,3.3051543326421777,0.190418767026574
9180,DE21D,2005.0,19.6,0.91,21.53846153846154,3.069840245707713,-0.23531408693446476
9180,DE21D,2006.0,14.4,0.91,15.824175824175825,2.7615388860531964,-0.30830135965451655
