Station_ID,von_datum,bis_datum,Haversine,Kreise_Code,recocap_rad,reco_diff_rad,elevation,Stationshoehe[m],elevation_selection
5453.0,19920601.0,20031231.0,13.62177647,8316.0,14.65045187,1.028675402,201.0,173.5,-27.5
1443.0,18740101.0,20230213.0,3.216986263,8311.0,10.0,6.783013737,278.0,252.73,-25.27000000000001
5442.0,19490401.0,20051231.0,6.534750672,15084.0,21.14036597,14.6056153,148.0,109.0,-39.0
5442.0,19490401.0,20051231.0,20.16438613,15088.0,21.36141322,1.197027091,141.0,109.0,-32.0
2878.0,19470401.0,20230213.0,2.030595901,15088.0,21.36141322,19.33081732,141.0,118.19,-22.81
1957.0,19510101.0,20150323.0,16.39442514,15088.0,21.36141322,4.966988077,141.0,93.0,-48.0
850.0,19740801.0,20230213.0,4.676703877,3351.0,22.20840635,17.53170247,40.0,41.87,1.8699999999999972
851.0,19480201.0,19960430.0,4.602358263,9372.0,21.86137279,17.25901453,370.0,398.625,28.625
4559.0,19960501.0,20230213.0,7.335853615,9372.0,21.86137279,14.52551918,370.0,398.0,28.0
3045.0,19930501.0,20070630.0,16.0611116,3453.0,21.19892344,5.137811843,39.0,27.0,-12.0
44.0,19690101.0,20230213.0,16.20061406,3453.0,21.19892344,4.998309375,39.0,44.0,5.0
867.0,19470101.0,20230213.0,5.259660609,9473.0,13.77475084,8.515090231,292.0,334.2633333,42.2633333
867.0,19470101.0,20230213.0,5.397155022,9463.0,10.0,4.602844978,292.0,334.2633333,42.2633333
5434.0,19510101.0,19920531.0,13.99130435,9478.0,12.90513016,-1.086174189,273.0,317.0,44.0
535.0,19470101.0,20230213.0,14.51590019,7140.0,17.43569245,2.919792261,439.0,412.3333333,-26.666666700000007
4709.0,19790401.0,20230213.0,11.35813916,7140.0,17.43569245,6.077553291,439.0,440.6666667,1.6666667000000075
880.0,18870101.0,20230213.0,2.496773735,12052.0,10.0,7.503226265,75.0,68.66,-6.340000000000003
1079.0,19350101.0,19960731.0,3.136866058,5111.0,10.0,6.863133942,38.0,37.0,-1.0
1078.0,19520101.0,20230213.0,7.868500753,5111.0,10.0,2.131499247,38.0,36.8,-1.2000000000000028
1079.0,19350101.0,19960731.0,6.934535449,5162.0,13.5215475,6.587012054,53.0,37.0,-16.0
1078.0,19520101.0,20230213.0,15.60209172,5162.0,13.5215475,-2.08054422,53.0,36.8,-16.200000000000003
1078.0,19520101.0,20230213.0,14.9182301,5114.0,10.0,-4.918230096,38.0,36.8,-1.2000000000000028
1084.0,19940501.0,20070531.0,11.86004857,5114.0,10.0,-1.860048574,38.0,31.0,-7.0
5064.0,20041201.0,20230213.0,9.555382108,5114.0,10.0,0.444617892,38.0,37.0,-1.0
3083.0,19911001.0,20230213.0,10.47118178,12061.0,26.92319807,16.45201629,42.0,56.75,14.75
303.0,19930820.0,20230213.0,23.32154722,12061.0,26.92319807,3.601650855,42.0,54.61,12.61
303.0,19930820.0,20230213.0,14.46736382,12072.0,25.79376203,11.3263982,39.0,54.61,15.61
303.0,19930820.0,20230213.0,14.46736382,12072.0,25.79376203,11.3263982,39.0,54.61,15.61
3271.0,19410101.0,20230213.0,3.956995866,9271.0,16.64971896,12.6927231,314.0,313.5,-0.5
4063.0,19510101.0,20230213.0,23.55982264,3251.0,25.2160908,1.656268158,37.0,45.5,8.5
963.0,19520901.0,20230213.0,3.297092561,3251.0,25.2160908,21.91899824,37.0,37.35,0.3500000000000014
963.0,19520901.0,20230213.0,16.32579247,3460.0,16.09986093,-0.225931543,33.0,37.35,4.350000000000001
982.0,19470501.0,20061130.0,1.264704386,9773.0,15.92834953,14.66364515,433.0,427.5,-5.5
983.0,20061201.0,20230213.0,5.519557403,9773.0,15.92834953,10.40879213,433.0,419.0,-14.0
7395.0,20071201.0,20230213.0,3.275392615,9279.0,16.77683233,13.50143972,365.0,350.47,-14.529999999999973
2920.0,19780901.0,19970630.0,14.86595315,9279.0,16.77683233,1.910879181,365.0,365.0,0.0
1200.0,19980101.0,20230213.0,17.93008718,1051.0,21.48601075,3.555923566,15.0,2.99,-12.01
1451.0,19701101.0,20230213.0,18.90879872,1051.0,21.48601075,2.577212022,15.0,1.5,-13.5
2429.0,19880301.0,20230213.0,20.48183507,1051.0,21.48601075,1.004175672,15.0,19.64,4.640000000000001
2023.0,19980101.0,20230213.0,3.846150591,9779.0,20.04985644,16.20370585,453.0,479.03,26.029999999999973
7319.0,20050301.0,20230213.0,10.05959015,9779.0,20.04985644,9.990266289,453.0,434.5,-18.5
3621.0,19470101.0,20230213.0,15.07006596,9779.0,20.04985644,4.979790476,453.0,435.0,-18.0
1032.0,19500101.0,19990930.0,4.796542878,5913.0,10.0,5.203457122,86.0,120.0,34.0
13696.0,20071201.0,20230213.0,10.06868925,5913.0,10.0,-0.06868925,86.0,60.0,-26.0
1032.0,19500101.0,19990930.0,10.9887051,5978.0,13.07875095,2.090045854,100.0,120.0,20.0
5480.0,19750101.0,20230213.0,14.5009235,5978.0,13.07875095,-1.422172553,100.0,84.76,-15.239999999999997
1051.0,19360101.0,20230213.0,3.749097871,14612.0,10.27284725,6.52374938,113.0,119.0,6.0
1050.0,19490101.0,20230213.0,8.191669524,14612.0,10.27284725,2.081177728,113.0,112.5,-0.5
1087.0,19510101.0,19931231.0,3.687126317,5112.0,10.0,6.312873683,33.0,23.5,-9.5
1084.0,19940501.0,20070531.0,6.032295566,5112.0,10.0,3.967704434,33.0,31.0,-2.0
13670.0,20070601.0,20230213.0,9.129608122,5112.0,10.0,0.870391878,33.0,24.0,-9.0
1103.0,19780101.0,20230213.0,3.120501494,9175.0,13.32378698,10.20328548,558.0,576.625,18.625
1161.0,19550101.0,20230213.0,4.114924457,9176.0,19.63153231,15.51660785,393.0,384.0,-9.0
1964.0,19520101.0,20230213.0,6.740316076,7232.0,22.70286821,15.96255214,311.0,311.0,0.0
6305.0,20041201.0,20230213.0,4.017069558,16064.0,17.68018638,13.66311682,234.0,193.0,-41.0
1920.0,19780601.0,20071231.0,6.175106237,5914.0,10.0,3.824893763,106.0,100.0,-6.0
3924.0,19370101.0,20050831.0,3.256418038,8231.0,10.0,6.743581962,261.0,245.5,-15.5
1262.0,19920517.0,20230213.0,7.823555279,9178.0,16.05307555,8.229520267,448.0,444.0333333,-3.966666700000019
5404.0,19360701.0,20230213.0,3.647838356,9178.0,16.05307555,12.40523719,448.0,473.55,25.55000000000001
3668.0,18790101.0,20230213.0,10.60630699,9562.0,10.0,-0.606306991,279.0,312.7366667,33.7366667
5185.0,19711101.0,20061231.0,4.670906697,9562.0,10.0,5.329093303,279.0,291.0,12.0
